Name,User ID,Followers,Followed,Tweets,Listed Count,Favourites Count,Media Count,Verified,Joined Twitter Date (UTC),Location,Description,Tweeted Search Term?,Pinned Tweet ID,URL,Is Blue Verified,LABEL
Nerd 🇺🇸,1.58E+18,893,3499,5669,0,31112,21,FALSE,10/19/2022 12:17,North Hollywood ,Made In Kenya🇰🇪. Best World Of Series. Live In World Of Opportunities LA 🇺🇸.,Yes,1.69E+18,https://t.co/c6hkDBDmkz,FALSE,1
Cinta Ursline,1.54E+18,100,89,225,0,9059,4,FALSE,6/15/2022 9:58,,"Sassy Libra //
Arsenal Football Club❤️🤍//
En Vivo. Amor. Vida",Yes,,,FALSE,0
♟️,1.40E+18,1043,2114,19694,0,22859,1,FALSE,6/10/2021 19:28,Indoors.,Drafting a better bio.,Yes,1.56E+18,,FALSE,1
rasmwas🍁,8.97E+17,102,231,498,0,3648,3,FALSE,8/14/2017 6:55,"Nairobi, Kenya",cheza kama wewe🍃,Yes,,,FALSE,1
Thulani,3225953644,938,1281,13441,0,81877,10,FALSE,5/1/2015 5:08,"Nairobi, Kenya","Here to laugh, tweet and retweet. Enjoy the moment while it last!",Yes,1.36E+18,,FALSE,0
Allopo Van Carlitoh,1044160680,152,360,5669,1,38987,12,FALSE,12/29/2012 8:06,,,Yes,,,FALSE,0
Lenny Papito,69331419,653,408,11629,7,2385,378,FALSE,8/27/2009 16:16,The Milky Way,I know a thing or two | Experienced Communications Specialist | Digital Media | Occasional Chef.,Yes,,,FALSE,1
Black_Swan,2935321968,49,113,1350,0,2097,19,FALSE,12/18/2014 20:13,,,Yes,,,FALSE,0
Ghost,1.45E+18,134,131,3460,0,3626,235,FALSE,10/26/2021 12:13,,realities of life through my own lens. #RealTalk   IT   enthusiast,Yes,,,FALSE,1
SOLO_SIKOA WWE,1.28E+18,762,569,3038,0,2058,15,FALSE,7/16/2020 12:24,"Sacramento, CA ","head of the table
(Forget about Roman)",Yes,1.79E+18,https://t.co/63tJYmYy2Q,FALSE,1
Roman Reigns,739417207,5154404,90,1527,4655,1898,425,FALSE,8/5/2012 23:14,"Pensacola, FL (850)",The Tribal Chief. The Head of the Table.   9x WrestleMania Main Event.,No,1.66E+18,,TRUE,1
Paul Heyman,23089228,2300371,1000,49796,4407,22913,8545,FALSE,3/6/2009 17:09,"Scarsdale, New York","Ladies and Gentlemen, My Name is Paul Heyman, and I am indeed The Wiseman!

Advocate / SpecialCounsel

IG: https://t.co/rnIJb9QbrQ",No,7.44E+17,https://t.co/gCJuvGyTpc,TRUE,1
WWE,7517222,14103991,381,340924,19358,2089,134544,FALSE,7/16/2007 21:38,"Stamford, CT",The official X account of @WWE and its fans worldwide!,No,1.80E+18,https://t.co/IhNWVxa5ue,TRUE,1
Sky,2207497894,175,541,2112,0,19400,4,FALSE,12/4/2013 14:49,"Nairobi, Kenya",#COYS,Yes,,,FALSE,0
Béa,1.25E+18,8,22,556,0,10982,0,FALSE,4/10/2020 10:25,,,Yes,,,FALSE,0
Mosoti 🇰🇪,7.62E+17,46970,14126,76044,97,593528,5943,FALSE,8/6/2016 10:54,"Kisii, Kenya","JUST REMEMBER TO ALWAYS THINK TWICE.
@Arsenal fan♥️",Yes,1.80E+18,https://t.co/aJC7QvUqvt,TRUE,0
HEISENBERG𓃵,1.21E+18,1137,1226,9440,1,116704,167,FALSE,12/15/2019 18:22,Kenya,"Medical Laboratory Scientist.
#YNWA🔴",Yes,1.69E+18,,FALSE,1
Esteban🏌️,1.48E+18,271,792,2105,0,730,68,FALSE,1/8/2022 16:57,"Sydney, New South Wales",Savage,Yes,,,FALSE,1
Brian Waters,1.61E+18,13,60,64,0,1140,3,FALSE,12/23/2022 9:00,,,Yes,,,FALSE,0
Kenya Youths Union ®️,1.55E+18,711,4076,5700,1,6024,235,FALSE,7/19/2022 15:30,"Nairobi, Kenya","Motto: Empowering Communities, touching Youths Worldwide.
Email; Kenyayouthsunion2022@gmail.com 
; youthsrescueteam@gmail",Yes,1.64E+18,https://t.co/K2OKSIotn8,FALSE,0
Afrodite,1.51E+18,18,161,1535,0,2239,0,FALSE,3/26/2022 10:47,"Nairobi, Kenya ","A lover of Art in all its forms.

Love ❣️.Beauty 🌹. Passion❤️‍🔥.",Yes,,,FALSE,1
Jimmy™,1.40E+18,1737,1774,2237,0,10900,54,FALSE,6/5/2021 11:02,,"Cool gent with common mutual love❤️
BHR(Human Resource Management professional)📚🖊️
Art lover🎨🖼️🖌️🎶 🎧🎸🎺",Yes,1.46E+18,,FALSE,1
Money,1.25E+18,173,196,2000,0,12246,77,FALSE,4/19/2020 3:16,,You've got to do what you got to do.,Yes,1.33E+18,,FALSE,1
DforW,7.85E+17,274,321,2229,11,6727,169,FALSE,10/9/2016 0:14,Pluto ,#Makinplays🍁,Yes,,,FALSE,1
Reece James,1.34E+18,220,506,5274,1,72453,13,FALSE,1/1/2021 7:42,,@chelseafc for life 💙💙,Yes,,,FALSE,1
Just a guy on the internet,1594327092,1261,1244,9910,1,23295,372,FALSE,7/14/2013 22:00,Top G,Even in our darkest time we've got the horizon,Yes,1.78E+18,,FALSE,1
kristie :),1.55E+18,1303,420,19474,1,118038,75,FALSE,7/20/2022 14:27,,better then ever🦋,Yes,1.72E+18,,FALSE,0
S,1.40E+18,380,247,17209,0,15531,21,FALSE,5/25/2021 10:45,,simplicity,Yes,,,FALSE,1
levi,1.61E+18,20,43,43,0,2418,1,FALSE,1/5/2023 19:58,,,Yes,,,FALSE,0
Cray,1.44E+18,209,403,1670,1,5938,50,FALSE,9/15/2021 17:32,,🚨🚨,Yes,,,FALSE,1
☆ Liremele ☆,4117478728,13163,13526,20977,14,15419,572,FALSE,11/5/2015 6:15,Kanairo,Maybe some day I can learn to be happy,Yes,,,FALSE,1
Cyrus Sila,1676644718,322,719,643,0,400,21,FALSE,8/16/2013 21:07,"Ongata Rongai, Nairobi, Kenya.","Advocate of the High Court of Kenya.
Office of the Attorney General. ⚖️
Manchester Red.🟥🔴
If you look very closely, you will see me not caring.",Yes,,,FALSE,0
FÆAngel,1.27E+18,394,485,5101,0,3501,15,FALSE,6/2/2020 8:21,Kenya,notallrosesaeered🥀💐,Yes,,https://t.co/q8JayUMGo0,FALSE,0
#RejectFinanceBill2024,393981940,1310,515,49560,0,60483,2558,FALSE,10/19/2011 11:51,,"The world is a diverse place, no one has a monopoly on virtue or wisdom.",Yes,,,FALSE,1
wiri,1.48E+18,16,67,1662,0,4405,4,FALSE,12/31/2021 15:49,,,Yes,,,FALSE,0
njoki ndung'u,1.54E+18,3964,133,15600,2,8219,1637,FALSE,7/3/2022 23:08,Kenya,"Mama N “Please don’t dm with the intention of dating me,you deserve less 🙄” | https://t.co/eo7B7bTIyS",Yes,1.72E+18,https://t.co/sWb67cZFoI,FALSE,0
Nickie...,1.23E+18,7,27,119,0,2605,0,FALSE,2/21/2020 12:28,,,Yes,,,FALSE,0
Ja Kosele,1.25E+18,558,203,16156,0,12416,1544,FALSE,4/22/2020 17:19,"Nairobi, Kenya",Founder | Brand Expert | Creative Director | Entrepreneur | PR,Yes,1.74E+18,,FALSE,1
The DEFENDER,1.58E+18,80,441,374,0,2210,0,FALSE,10/19/2022 17:13,,"Influencer
Public defender
Voice of the people",Yes,,,FALSE,1
Kenneth Mukeka,9.77E+17,37,249,227,0,4120,2,FALSE,3/24/2018 9:07,"Nairobi,Kenya",Son of the most High,Yes,,,FALSE,1
Omera Mini,1.68E+18,1513,1361,1048,1,483,57,FALSE,7/15/2023 10:14,In Profits,// ғɪɴᴀɴᴄɪᴀʟ ᴍᴀʀᴋᴇᴛs ᴛʀᴀᴅᴇʀ // ɢʀᴀᴘʜɪᴄ ᴅᴇsɪɢɴᴇʀ //,Yes,,,FALSE,1
SETH,1.05E+18,6373,6416,95023,3,364957,222,FALSE,10/5/2018 14:21,Nairobi,"||God my 1st chain of command||
||Actuarialscience||
||all am doing is my concern||
||Data Science||
||Statistician||
https://t.co/1fAprcKYrY…
@ChelseaFC",Yes,1.68E+18,,FALSE,0
Ru,2353037004,1443,731,37871,4,1491,378,FALSE,2/20/2014 10:26,Kenya,,Yes,5.08E+17,,FALSE,0
Cindy,1.53E+18,25,42,144,1,15806,0,FALSE,5/18/2022 13:25,,To be cringe is to be free,Yes,,,FALSE,1
luce.cover,1.20E+18,8,14,50,0,545,1,FALSE,11/23/2019 9:59,,raptor under duress,Yes,,,FALSE,0
Ciku Kimaru,1.21E+18,13,9,2349,0,10985,0,FALSE,12/29/2019 16:22,"Nairobi, Kenya",,Yes,,,FALSE,0
Bernice Gichohi,8.79E+17,609,1224,2778,1,97682,6,FALSE,6/26/2017 15:02,"Nairobi, Kenya",👑 Be your own kind of beautiful 👑,Yes,,,FALSE,0
Spice_of_Life,1.62E+18,8,95,82,0,178,1,FALSE,1/24/2023 15:16,"Nairobi, Kenya","Oh, hey there 😌",Yes,,,FALSE,0
Coltech,1.40E+18,1177,2197,8256,1,3681,552,FALSE,6/2/2021 15:22,Nyuma yako,Akili ni nywele na serikali ni kipara!,Yes,,,FALSE,1
3lj343,1.27E+18,816,927,3122,1,51412,4,FALSE,6/2/2020 22:30,,Loading...,Yes,1.28E+18,,FALSE,1
Swae_Vroy,1.52E+18,128,52,59,0,3231,4,FALSE,5/1/2022 3:17,,"Arsenal supporter
kenya",Yes,,,FALSE,0
Adhiambo Ketta,1300776667,875,355,9172,0,1579,18,FALSE,3/25/2013 19:20,,,Yes,,,FALSE,0
Oliver Maaya,1.20E+18,634,5303,37823,1,44888,2,FALSE,11/26/2019 13:02,Nairobi,"Son to 'HIS MAKER'. Politics, Wildlife, Nature Conservation and HUMANITY, The Living Son of Soil.",Yes,,https://t.co/wlFk2OzNia,FALSE,0
Michelle,520686688,281,558,34479,2,22661,2472,FALSE,3/10/2012 19:55,Kenya,,Yes,,,FALSE,0
Salym  Shakur,1550047046,895,869,680,0,11356,143,FALSE,6/27/2013 7:49,Nairobi,MOBs,Yes,1.54E+18,,FALSE,1
A Kenyan Meme,1.02E+18,23605,770,3260,11,8333,1331,FALSE,7/12/2018 13:57,,"Laughter, satire, cynicism and wanjiku mentalism.",Yes,1.64E+18,,FALSE,0
Shock Wave,1.64E+18,24,209,283,0,16,5,FALSE,3/21/2023 15:13,,,Yes,,,FALSE,0
Jenerol,1.67E+18,57,70,102,0,80256,1,FALSE,6/18/2023 6:42,,,Yes,,,FALSE,0
Mykhailo🥇♟️,7.51E+17,611,979,439,0,2743,1,FALSE,7/6/2016 8:50,"Nairobi, Kenya","Always positive of making tomorrow better than today. 
Sport PT & pundit at @ The games
⚽🏀🏈🎾🏑",Yes,,,FALSE,0
нαѕнιяαмα ѕєηנυ,258678639,1373,1417,11620,2,35702,17,FALSE,2/28/2011 6:55,Earth 616,"Whenever you live, there will always be war",Yes,,https://t.co/F70gVPGYL0,FALSE,0
Shack06,1.58E+18,126,121,1161,1,18328,28,FALSE,10/20/2022 6:33,"Nairobi, Kenya",Niko shughuli zote,Yes,,,FALSE,1
blackshughar,1.48E+18,27,48,635,0,4549,1,FALSE,1/20/2022 19:17,Next Door.,"One man's trash, is another man's treasure.
Reality Has a Fee.",Yes,,,FALSE,1
Jay Njeru,4849647760,442,484,770,0,4318,11,FALSE,1/26/2016 12:27,,"I proudly identify as an owl because, you know, 'who?' 
I've mastered the art of being nocturnal and looking wise while silently judging the world. 🦉✨",Yes,,,FALSE,1
Lyods,1.32E+18,238,1237,3719,0,3459,30,FALSE,10/14/2020 20:40,"Nairobi,Kenya",God is the greatest,Yes,,,FALSE,0
T&D,1.41E+18,874,694,14132,0,42987,130,FALSE,6/27/2021 7:39,"Nairobi, Kenya","||•Software Engineer.•||
Technical Project Manager.•|| •Pluviophile• ||

I am not my tweets.",Yes,1.78E+18,,FALSE,1
Michael Milligan,2479795065,43,398,1190,0,1602,22,FALSE,4/12/2014 20:59,"Nairobi,Kenya",Petroleum Geoscientist,Yes,,,FALSE,1
ZERO CHILLS™🇵🇹,1.38E+18,4878,951,109909,1,253853,699,FALSE,4/15/2021 12:15,RoofTop,"IN ME, I DO ME, AND I CHILL. @warriors @ManUtd",Yes,1.68E+18,,FALSE,1
Bukayø 🇰🇪,1.37E+18,824,1523,2875,0,2885,251,FALSE,3/20/2021 16:10,,"God's Child☺️ Gunner since 07🏅 Saka's Doppelganger.
Arsenal 🔴⚪",Yes,1.71E+18,,FALSE,1
#OccupyKisumu #RejectFinanceBill2024,3408336472,215,97,4244,1,13079,116,FALSE,8/8/2015 7:04,"Nairobi, Kenya",| I belong to Jesus 🙏🏿| Last name: Ever First name: Greatest| Arsenal top of the league,Yes,1.44E+18,https://t.co/CSqi07JqWV,FALSE,0
Nutritionist Lucy Chege,8.90E+17,54371,48222,32426,43,19611,2973,FALSE,7/26/2017 14:13,"Nairobi, Kenya",Lucy Chege is a Kenyan based Nutritionist | Founder of Nutrition Therapy by Lucy | Health & Wellness Journalist | Columnist @TheStarKenya | #Nutrition,Yes,1.80E+18,https://t.co/ELdWvpGsRM,TRUE,1
LadyA254,1.60E+18,76,484,124,0,132,11,FALSE,12/7/2022 8:20,,,Yes,,,FALSE,0
('⊙_⊙),231343849,745,420,39541,2,11066,1489,FALSE,12/28/2010 7:24,☁️☁️,"( -_ (#-__-) 🗯️ (._. ) 💭 (._. )💬 

#MUFC  | Data Consumer!",Yes,1.72E+18,,FALSE,1
Reiss Nelson,1.20E+18,1185,2009,2920,0,32094,95,FALSE,11/24/2019 11:44,"Mombasa, Kenya","Social worker👷‍♂️
Jesus is Lord 
@Arsenal",Yes,1.48E+18,,FALSE,0
Danielmalala,2872460751,75,133,4221,1,413,2902,FALSE,11/11/2014 16:30,,Doing business,Yes,,,FALSE,1
Pheih Mwaura,1.38E+18,4023,4181,6193,0,123932,14,FALSE,4/11/2021 12:15,"Nairobi, Kenya",Enjoy life while it lasts 😌,Yes,1.80E+18,,FALSE,0
Pep.kb,1.29E+18,87,204,1407,0,9295,70,FALSE,7/24/2020 6:09,Kenya,"Check me out on YouTube @ Pep.kb
https://t.co/ZPRtKBo9kU",Yes,,https://t.co/qetavnuVU5,FALSE,1
TeMaK,3657303017,69,172,741,0,2539,44,FALSE,9/14/2015 22:05,"Nairobi, Kenya","The world changes when we change our perspective.                

                                                         Alchemy ♊
|| Freelance Publicist ||",Yes,1.44E+18,,FALSE,0
Mburu,42208854,376,489,7765,1,94093,72,FALSE,5/24/2009 13:06,,|Believe|,Yes,,,FALSE,0
Madilu 🇨🇩,370743215,593,1068,4580,5,43719,51,FALSE,9/9/2011 15:13,Nairobi,African||Poor Righteous Teacher||PoliticalCritic||Reader||LoverofHistory||GGMU||Rhumba,Yes,,,FALSE,1
Hem Stone,1.29E+18,546,554,719,0,5571,42,FALSE,8/4/2020 16:48,"Nairobi, Kenya",the wind has blown!,Yes,1.70E+18,,FALSE,0
OS3K0,1.72E+18,335,927,8207,0,6320,16,FALSE,11/9/2023 9:27,,,Yes,1.78E+18,,FALSE,0
Yare,1.10E+18,511,663,1033,0,17360,45,FALSE,3/10/2019 21:18,"Isiolo, Kenya","Finance Minister emeritus Mount Kenya University, Thika. || industrial chemist || Youth Leader.",Yes,,,FALSE,0
자래드🌕,3425738343,161,813,3007,0,6362,16,FALSE,8/16/2015 12:30,Kenya,Data Analysis || Watching || Psychology,Yes,,,FALSE,0
The chelsea lad🇺🇬,1.52E+18,289530,3311,19956,36,9868,2171,FALSE,5/9/2022 12:51,"Kampala, Uganda",| No one could ever be me and i’ll stand by that forever |Climate Activist | |#VisitUganda |,Yes,1.80E+18,,TRUE,1
Bisnap Conglomerate LTD,1.51E+18,154,924,2316,1,4150,19,FALSE,4/6/2022 16:01,"Nairobi,Kenya","Real Estate,ICT Systems, Military Technologies,Agro-Commodities,Green Energy & Climate Solutions,Motor Vehicle Imports/Exports,African Market Entry Strategies",Yes,1.62E+18,https://t.co/pfhfBO2Nxk,FALSE,1
leky_,1.65E+18,7,141,49,0,89,2,FALSE,4/25/2023 16:12,,going against the grain tryna secure something rare,Yes,,,FALSE,0
IG: @Brewster.a,448954044,950,881,5596,1,4693,238,FALSE,12/28/2011 15:27,"Nairobi, Kenya",Am me,Yes,,,FALSE,0
Wilson Osinde™,2640138111,23565,9961,108959,56,35680,4070,FALSE,6/25/2014 8:46,KENYA 🇰🇪,"●Journo  • Digital Media •Messi is 🐐  • Cars⚡️
Contact wilsonosinde7@gmail.com for Business.",Yes,,https://t.co/aXN4ZI87Uk,FALSE,1
Gachui ✖️,2792009720,471,308,1744,8,4713,9,FALSE,9/5/2014 14:01,Nairobi ,"Knowledge is power. Information is liberating. Education is the premise of progress, in every society, in every family.",Yes,,,FALSE,0
KIPNGENO ROBERT,1.21E+18,1228,2345,1391,1,192245,8,FALSE,1/8/2020 9:27,"Nairobi, Kenya",political analyst,Yes,,,FALSE,0
Lilian Wamaitha,7.50E+17,661,413,2819,0,5801,87,FALSE,7/4/2016 20:18,Kenya,"Love 💕 respect 🤝 repeat 🔁

RMNCAH advocate | Youth enthusiast | Communication aficionado | Perfectionist | Lover of order and efficiency 🌟
Proverbs 31 ♀️👠",Yes,,,FALSE,1
Sheyr14,1.15E+18,63,109,2200,1,9233,29,FALSE,7/11/2019 12:04,,Live.,Yes,,,FALSE,0
Alawi,185124380,12466,5820,377989,51,1194,23219,FALSE,8/31/2010 8:31,East Zoo ,The Version of me you created in your mind is not my Responsibility 😉,Yes,,,FALSE,0
Ben nyamasege🇰🇪,1.09E+18,2358,2545,2737,0,5828,56,FALSE,1/24/2019 5:28,"Texas, USA",My character,Yes,1.21E+18,,FALSE,1
Ⓓⓔⓔ 🦋 🇩🇪,1003681472,7985,8073,62292,14,159809,303,FALSE,12/11/2012 9:29,,Proud momma 💖 || Music ✨ || Adventure 💚|| Hiker 🏕 || CFC 💙 || |Research ✨ || Bikes 🏍 🤩 || Ubuntu (I am bc you are),Yes,1.41E+18,,FALSE,1
Perfectly Woman 🇰🇪,36077166,1160,861,13145,12,4672,443,FALSE,4/28/2009 14:24,Kenya,She/Her | Feminist | Creative Writer | Author | Blogger | Editor,Yes,1.09E+18,https://t.co/lsKtrkq41E,FALSE,1
Raw dog/cat food 0794-155-817 OR 0750-796-014,8.18E+17,18191,11217,17116,3,27715,146,FALSE,1/8/2017 16:35,"Nairobi, Kenya","Raw frozen dog/cat food. Beef & chicken product delivery fee 250ksh.Thika town & its environs to Cbd, Kabati Kenol,Makongeni, Matangi, Ruiru other areas 500ksh",Yes,,https://t.co/0TBxcO1yUD,FALSE,0
Enock Nyakeri,1.68E+18,50,107,1124,0,8097,2,FALSE,7/25/2023 16:55,,Peace of mind,Yes,,,FALSE,0
The CHIEF (Alphonce),1.25E+18,1640,1855,6377,0,7455,239,FALSE,4/12/2020 12:25,,Chief is a man of several unprecedented superlatives.,Yes,1.50E+18,,FALSE,0
kalanza,1.39E+18,75,204,1577,1,16190,1,FALSE,4/23/2021 21:31,,Here for fun😀,Yes,,,FALSE,0
muchira_kinyua,7.22E+17,1053,1344,1229,0,14824,27,FALSE,4/18/2016 18:56,Kenya,"movies and gaming enthusiast.🎬🎮
it's Dennis with a double N
b4 u die,live.
i follow back..🔙
Economist/Sociologist/
Sarcasm is where it is at...",Yes,,,FALSE,0
Poor pupil,1.02E+18,222,391,3772,1,99573,3,FALSE,7/25/2018 7:36,,rewatching some stuff,Yes,,,FALSE,0
dmäg🎩,1.65E+18,62,67,2933,0,898,262,FALSE,4/21/2023 9:03,,https://t.co/bSi5nq3YVT,Yes,,,FALSE,0
sports activist,2492497573,111,488,862,0,8947,20,FALSE,5/13/2014 5:59,"Nairobi, Kenya",Enjoying life and colouring it with humor.,Yes,,,FALSE,1
John Mark O.,8.64E+17,1010,2879,5181,0,180,112,FALSE,5/15/2017 7:29,"Nairobi, Kenya",Quantity Surveyor/Contractor/Problem Solving/Connected to Earth.,Yes,,https://t.co/RzjjaRQRIX,FALSE,1
Brian_Mbio,1.10E+18,20,165,213,0,6429,1,FALSE,3/1/2019 21:09,2.55E+11,"Financial Analyst 
JW
Finance&Tax
Email address: brianmusyoki56@gmail.com 
Moi University",Yes,,,FALSE,0
Bethuel,1.53E+18,155,185,176,0,4385,2,FALSE,5/13/2022 15:36,hapa tu,Just Another Black Man In Africa.,Yes,1.80E+18,,FALSE,0
vk.wanjiru,1.52E+18,32,16,2838,0,8101,0,FALSE,5/3/2022 18:36,,,Yes,,,FALSE,0
Lilian Masolo,8.40E+17,2499,2347,2307,0,2391,11,FALSE,3/11/2017 4:56,,Entrepreneur,Yes,9.73E+17,,FALSE,1
Him,1.28E+18,93,13,7123,0,27674,20,FALSE,7/15/2020 13:29,"Nairobi, Kenya",hysterically funny but not a funny looking guy,Yes,,,FALSE,1
Hera mopoto,1.76E+18,6,44,510,0,1200,2,FALSE,2/16/2024 0:11,,patriotism attempt,Yes,,,FALSE,1
Tony Wambugu,8.33E+17,347,655,4479,0,58721,7,FALSE,2/19/2017 7:37,"Nairobi, Kenya","Husband ,father ,Civil engineer from Nairobi university who doubles up as a contractor. shy Arsenal man",Yes,,,FALSE,0
CHIZI🌞MCUTE,9.50E+17,90,282,582,1,2428,45,FALSE,1/7/2018 12:58,Vietnam,v.I.B.e is essential ¡¡♡,Yes,1.39E+18,,FALSE,1
shantelle.a7,1.60E+18,4,27,71,0,350,0,FALSE,12/18/2022 19:37,,,Yes,,,FALSE,0
Moving the Goalposts Kenya,2302932366,2854,1989,2668,20,1427,1010,FALSE,1/21/2014 11:25,"Kilifi, Kenya",Empowering Girls and Young Women through Football. Kenyan Coast.,Yes,,https://t.co/dDnXcw3k7d,FALSE,1
S.m.il.e.y,1.21E+18,292,289,660,0,627,1,FALSE,12/17/2019 8:08,,"Undisputed champion 🕸️🕸️
@Chelseafc",Yes,,,FALSE,0
Kevin Nesh,1.51E+18,21,306,131,0,149,0,FALSE,3/19/2022 23:06,,,Yes,,,FALSE,0
Geofrey Mwanzia,9.28E+17,1111,1079,2795,1,4808,52,FALSE,11/6/2017 15:23,"Nairobi, Kenya",FINALIST MBChB student // Interest in Global health,Yes,,,FALSE,0
NJANGO,1.56E+18,170,158,3434,0,7960,2,FALSE,8/13/2022 16:41,"Kiambu, Kenya","Here to talk to myself,learn,laugh and express opinions no one asked for",Yes,,,FALSE,1
Streamlined Biz,58464514,397,321,23817,15,32018,221,FALSE,7/20/2009 12:48,Right here! ,For inspiring #logos and creative #Graphic and #Publication #design. Can't wait to start on yours...!!,Yes,,https://t.co/R4SZPbsS6F,FALSE,1
Mchelsea,160001017,970,315,23618,5,56866,670,FALSE,6/26/2010 22:50,Nairobi Kenya,Retweets are not endorsements!,Yes,,https://t.co/QAacEY7mlP,FALSE,1
Macharia Jr.,547552655,1087,4080,42157,1,50324,10,FALSE,4/7/2012 12:05,"Nairobi, Kenya",#MUFC,Yes,,,FALSE,0
Sir wambua,1.10E+18,330,113,28371,5,39986,16,FALSE,2/19/2019 9:50,Kenya in Particular,Web Developer,Yes,,,FALSE,0
godwill988,1.19E+18,265,1396,9852,1,21255,44,FALSE,10/19/2019 10:05,,Student  @Strathmore University,Yes,1.75E+18,,FALSE,0
Makena Mbaabuh,7.53E+17,108,87,540,0,2743,3,FALSE,7/11/2016 17:21,Nairobi ,To thine own self be true. Choose what is right and let the consequences follow.,Yes,,,FALSE,1
N 🇰🇪,2160846828,4324,2069,75627,21,5499,1837,FALSE,10/28/2013 12:54,254 Champion ,*Cartier papi 🕒 :God is the plug 🔌.,Yes,,https://t.co/zplDprBVlh,FALSE,0
vitsec,1.09E+18,1532,4308,9759,0,1980,121,FALSE,2/5/2019 7:27,Sweden ,ARSENAL COMING ON TOP OF THE TABLE SOON.,Yes,1.41E+18,,FALSE,1
magaribywilly,1.74E+18,217,200,2758,0,2691,515,FALSE,12/13/2023 20:41,"Mombasa, Kenya","For new,foreign and locally used cars.

Full payment, Bank finance and hire purchase available 

B/s - 0717453420",Yes,1.80E+18,https://t.co/B4GSUcotUE,FALSE,0
Reginarenm,4371850882,152,245,136,0,357,4,FALSE,12/4/2015 11:54,"Ngong, Kenya",//ig@reginarenm fff /life lover/Always play the long term game/work hard play hard//,Yes,,,FALSE,1
Lorgan,1.65E+18,18,26,1810,0,2721,18,FALSE,4/13/2023 18:50,"Nairobi, Kenya.",Graphic Designer. Proudly Gen Z.,Yes,,,FALSE,1
A𝕏ΞLIS™,1.30E+18,462,1302,1944,2,2063,347,FALSE,8/26/2020 14:11,Onchain,"✍️ In't Writer | 💰CRYPTO|💰NFTs| 🌐 #Web3 | Ai|𝕏=E/ACC| 🔗 Lens
https://t.co/zTULsXDrSW
🇺🇸🇰🇪",Yes,,https://t.co/elECB7LAZ5,TRUE,0
MindMover,1.58E+18,3769,3884,11489,3,3638,82,FALSE,10/10/2022 8:57,"Nairobi, Kenya","Podcaster, Sports 'Pundit' , Politics and Procurement",Yes,1.78E+18,https://t.co/8G69uWbTLS,FALSE,0
Ricky,1.68E+18,24,112,114,0,113,3,FALSE,7/25/2023 9:50,,DATA-ML-AI,Yes,1.70E+18,,FALSE,1
juren,1.71E+18,2151,1434,9047,0,5772,239,FALSE,10/7/2023 17:57,Kyandani ,"Manchester united fan ✊💯..
older account suspended at  52k ..
we connect ..no retreat no surrender ✊",Yes,,,FALSE,1
Unitedstewie🔰,1.23E+18,1231,3178,14812,2,42788,221,FALSE,2/7/2020 21:09,,"love everything,
love United 👹,
give me an opinion but don't undermine my opinion,
Yeah, I'm seventh day Adventist 😊",Yes,1.80E+18,,FALSE,1
I'm_Kevin,1.23E+18,631,658,1611,0,38127,8,FALSE,2/13/2020 12:13,"Nairobi, Kenya",GOD FAMILY #MUFC  @manutd,Yes,1.28E+18,,FALSE,0
jeffy_muchy,1.21E+18,2099,2503,84304,1,118748,49,FALSE,12/19/2019 21:04,kirinyaga,"civil engineer, graphics designer, affiliate marketing,rapper and trapper,song writer,son,uncle,grandpa,brother,cousin.",Yes,,https://t.co/3EsbyW0elt,FALSE,0
REAL _ UNITED,1.43E+18,8143,95,140994,5,271573,646,FALSE,8/11/2021 12:43,Home,"@realmadrid @manunited @acmilan , @Cristiano Diehard",Yes,,,FALSE,1
Moha Muhsin,2247110243,66,253,374,0,1420,16,FALSE,12/28/2013 0:04,"Nairobi, kenya",Making Impact.,Yes,,,FALSE,1
Ronald Onyando,1.74E+18,3,24,9,0,20,0,FALSE,12/28/2023 19:23,,,Yes,,,FALSE,0
Baba P,335294799,27307,5514,633611,6,175834,27554,FALSE,7/14/2011 13:22,Lfc Loitokitok,Fagia kwako Mamen /Mhandisi/YNWA/ Landlord/NDT Specialist/Father/ Broke n Bitter/ AutoCAD guru,Yes,1.75E+18,,FALSE,1
BLAME SOCIETY,1.21E+18,5577,5396,44362,1,379165,804,FALSE,12/14/2019 21:25,Come over when you're  sober,Photographer | Graphic Designer | Social Worker | Humanitarian | GGMU | Hip Hop enthusiast|Trucks,Yes,,,FALSE,0
Noah Kibitok,1.47E+18,19,87,38,0,57,0,FALSE,11/30/2021 18:06,,,Yes,,,FALSE,0
lOsTRooMie,590038340,211,317,66461,0,15303,2494,FALSE,5/25/2012 14:32,,Laugh essence in quantum Giggle Theory,Yes,,,FALSE,1
CT,1.45E+18,122441,1802,180118,52,115710,6649,FALSE,10/28/2021 16:04,S.A,Certified Economist/Statistician||DM||Call/Text 0705312490 for Business. Chat https://t.co/cZmRyBOSye |email; chrisct189@gmail.com|,Yes,1.80E+18,,TRUE,0
Dævīd būyïñzæ 💎,1.18E+18,1301,2678,4593,0,84808,62,FALSE,10/11/2019 8:29,"London, England ","If God is for us,  who can be against us.",Yes,,,FALSE,0
